01_prenom;02_genre;03_langage
bernadett;f;hungarian
bernadette;f;french
bernadine;f;english
bernard;m;english, french
bernardetta;f;italian
bernardine;f;english, french
bernardino;m;italian, spanish, portuguese
bernardo;m;italian, spanish, portuguese
bernát;m;hungarian
bernat;m;catalan
bernd;m;german
bernetta;f;english
bernhard;m;german
bernice;f;english, biblical
bernie;m;english
berniece;f;english
bernt;m;scandinavian
berry (1);m;english
berry (2);f;english
bert;m;english, dutch
berta;f;polish, czech, hungarian, german, spanish
bertalan;m;hungarian
bertha;f;german, english
berthe;f;french
berthold;m;german
bertie;m,f;english
bertina;f;english
bertók;m;hungarian
bertoldo;m;italian
bertram;m;english
bertrand;m;french, english
bertrando;m;italian
berwyn;m;welsh
beryl;f;english
bess;f;english
bessie;f;english
beth;f;english
bethan;f;welsh
bethania;f;spanish
bethany;f;english, biblical
bethel;f;biblical
bethney;f;english (modern)
bethuel;m;biblical
betrys;f;welsh
betsy;f;english
bette;f;english
bettie;f;english
bettina (1);f;english
bettina (2);f;italian
bettino;m;italian
betty;f;english
bettye;f;english (modern)
beulah;f;biblical, english
bevan;m;welsh
beverley;f;english
beverly;f;english
bevin;f;irish
bevis;m;english
beylke;f;jewish
bhaltair;m;scottish
bharat;m;indian, hindu mythology
bhaskar;m;indian
bhàtair;m;scottish
biaggio;m;spanish
biagino;m;italian
biagio;m;italian
bianca;f;italian
bibiana;f;italian, spanish
bice;f;italian
bich;f;vietnamese
biddy;f;irish, english
bidelia;f;irish, english
bienvenida;f;spanish
bijay;m;indian
bijoy;m;indian
bile;m;irish mythology
bilge;f;turkish
bilhah;f;biblical
bill;m;english
billie;m,f;english
billy;m;english
bindy;f;english
bine;f;danish
binh;m;vietnamese
binyamin;m;jewish
birger;m;scandinavian
birgit;f;scandinavian
birgitta;f;scandinavian
bithiah;f;biblical
bjarne;m;scandinavian
bjoern;m;scandinavian
björn;m;scandinavian, ancient scandinavian
bjorne;m;scandinavian
blaanid;f;manx
blaine;m;
blair;m,f;scottish
blaise;m;french
bláithín;f;irish
blake;m;english
blanca;f;spanish
blanch;f;english
blanche;f;french, english
blanid;f;irish
bláthnaid;f;irish
bláthnat;f;irish, irish mythology
blaze;m;english
blazej;m;polish, czech
blejan;f;cornish
blodeuwedd;f;welsh, welsh mythology
blodeuyn;f;welsh
blodwen;f;welsh
blondie;f;english
blossom;f;english
bluma;f;jewish
blythe;m;english
bo (1);m;swedish, danish
bo (2);m;chinese
boadicea;f;ancient celtic (latinized)
boaz;m;biblical, jewish
bob;m;english
bobbi;f,m;english
bobbie;f,m;english
bobby;m,f;english
bodil;f;scandinavian
bogdan;m;polish, russian
bogdana;f;polish, russian
boghos;m;armenian
bogumil;m;polish
boguslaw;m;polish
bohdan;m;czech, ukrainian
bohumir;m;czech
bohuslav;m;czech, ukrainian
bohuslava;f;czech, ukrainian
boipelo;m,f;african
boitumelo;f;african
bojan;m;slovene, serbian, croatian
bojana;f;slovene, serbian, croatian
bolanle;f;african
boldizsár;m;hungarian
bolek;m;polish
boleslav;m;russian
boleslava;f;russian
boleslaw;m;polish
boleslawa;f;polish
bolivar;m;spanish
bonaventure;m;italian
boniface;m;english, french
bonifacio;m;italian, spanish, portuguese
bonifaz;m;german
bonita;f;english
bonnie;f;english
booker;m;english
bopha;f;khmer
bora;m;turkish
borbála;f;hungarian
borghild;f;scandinavian
boris;m;russian
borislav;m;russian, serbian
börje;m;swedish
borya;m;russian
bosede;m;african
bosmat;f;jewish
botros;m;arabic
botum;f;khmer
boudicca;f;ancient celtic
boulos;m;arabic
boutros;m;arabic
boyce;m;english
boyd;m;scottish
bozidar;m;czech
bözsi;f;hungarian
bozydar;m;polish
brack;m;english
brad;m;english
braden;m;english, irish
bradford;m;english
bradley;m;english
brady;m,f;english, irish
braeden;m;english, irish
braelyn;f;english (modern)
brahma;m;hindu mythology
braiden;m;english, irish
braidy;m,f;english, irish
braith;f,m;welsh
bram;m;english, dutch
bran (1);m;irish, irish mythology
bran (2);m;welsh, welsh mythology
brand;m;english
branda;f;english
brande;f;english
branden;m;english
brandi;f;english
brandie;f;english
brandon;m;english
brandt;m;english
brandy;f;english
branimir;m;croatian, bulgarian
branislav;m;serbian, slovak, croatian, czech
branislava;f;serbian, slovak, croatian, czech
branka;f;croatian, serbian, slovene, czech
branko;m;croatian, serbian, slovene, czech
brannon;m;
brant;m;english
branwen;f;welsh, welsh mythology
bras;m;portuguese
bratumil;m;polish
brava;f;esperanto
braxton;m;english
brayden;m;english
breana;f;english
breandán;m;irish
breann;f;english
breanna;f;english
breanne;f;english
breda;f;irish
breindel;f;jewish
brenda;f;english
brendan;m;irish, english
brenden;m;english
brendon;m;english
brenna;f;
brennan;m;irish, english
brennus;m;ancient celtic (latinized)
brent;m;english
bret;m;english
brett;m;english
briallen;f;welsh
brian;m;irish, english
briana;f;english
brianna;f;english, irish
brianne;f;english
briar;m,f;english
brice;m;french
bríd;f;irish
bride;f;irish
bridger;m;english
bridget;f;irish, scottish, english, irish mythology
bridgette;f;english
bridie;f;english
brielle;f;
brigham;m;english
brighid;f;irish, irish mythology
brigid;f;irish, irish mythology
brigida;f;italian, spanish
brigit;f;irish, scottish, english
brigitta;f;german, hungarian
brigitte;f;german, french
brin;m;
briony;f;english
briscoe;m;english
bristol;m;english
britney;f;english
britt;f;swedish
britta;f;swedish
brittani;f;english (modern)
brittany;f;english
brittney;f;english
britton;m;english
brock;m;english
brodie;m;irish, english
brody;m;irish, english
brogan;m,f;irish
bron;f;
brónach;f;irish
bronagh;f;irish
bronislav;m;czech, slovak, russian
bronislava;f;czech, slovak, russian
bronislaw;m;polish
bronislawa;f;polish
bronte;m;english
bronwen;f;welsh
bronwyn;f;welsh
brook;m,f;english
brooke;f,m;english
brooklyn;f;english
brooks;m;english
bruce;m;scottish, english
bruna;f;italian
brunella;f;italian
brunette;f;
brunhilde;f;german, germanic mythology
bruno;m;german, italian, spanish, portuguese, french
brutus;m;ancient roman
bryan;m;english
bryana;f;english
bryanna;f;english
bryant;m;english
bryce;m;english
bryn;m,f;welsh
brynja;f;icelandic
brynmor;m;welsh
brynn;m,f;welsh
brynne;f;
bryony;f;english
bryson;m;
buck;m;english
bud;m;english
buddy;m;english
budur;f;arabic
buffy;f;english
bulus;m;arabic
bulut;m;turkish
burcu;f;turkish
burgundy;f;english
burkhard;m;german
burt;m;english
burton;m;english
buster;m;english
buz;m;biblical
byelobog;m;slavic mythology
byrne;m;english
byron;m;english
bysshe;m;english
cäcilia;f;german
cade;m;english
cadell;m;welsh
caden;m;english
cadence;f,m;english
cadeyrn;m;ancient celtic
cadfael;m;welsh
cadfan;m;welsh
cadi;f;
cadoc;m;welsh
cadogan;m;welsh, irish
cadwalader;m;welsh
cadwgawn;m;welsh
caecilia;f;german
caedmon;m;english
caelestis;m;late roman
caelie;f;english
caerwyn;m;welsh
caesar;m;ancient roman, english
caetano;m;portuguese
caetlin;f;
cahal;m;irish
cahir;m;irish
cai;m;
cailean;m;scottish
caileigh;f;english
cailin;f;
cain;m;biblical
cainan;m;biblical
cairbre;m;irish, scottish
cairo;m;english
caitlin;f;irish, english
caitlyn;f;english
caitria;f;irish
caitríona;f;irish
caitrìona;f;scottish
caius;m;ancient roman
cajsa;f;swedish
cal;m;english
calanthe;f;english
calanthia;f;english
calbhach;m;irish
caleb;m;english, biblical
caleigh;f;english
caligula;m;history
calista;f;english
calisto;f;spanish, portuguese
calix;m;
calla;f;english
callahan;m;english
callias;m;ancient greek (latinized)
callie;f;english
calliope;f;greek mythology (latinized)
callista;f;english
callisto (1);m;italian
callisto (2);f;roman mythology
callistus;m;late roman
callum;m;scottish
calogera;f;italian
calogero;m;italian
calum;m;scottish
calvagh;m;irish
calvin;m;english
calvino;m;italian
calypso;f;greek mythology (latinized)
cambria;f;english
camden;m;english
camelia;f;romanian
camellia;f;english
cameron;m,f;scottish, english
camilla;f;english, italian, ancient roman, roman mythology
camille;f,m;french
camillo;m;italian
camillus;m;ancient roman
camilo;m;spanish, portuguese
cammie;f;english
campbell;m;scottish
camron;m;english
camryn;f;english
can;m;turkish
canan;f;turkish
candace;f;english, biblical
cande;f;
candela;f;spanish
candelaria;f;spanish
candelario;m;spanish
candelas;f;spanish
candi;f;english (modern)
candice;f;english
candida;f;english
candis;f;english
candy;f;english
canute;m;english
caoilainn;f;irish
caoilfhionn;f;irish
caoimhe;f;irish, scottish
caoimhín;m;irish
caolan;m;irish
caprice;f;italian
capricia;f;
caprina;f;
cara;f;english
caradoc;m;welsh
caradog;m;welsh
caramia;f;
caratacus;m;ancient celtic (latinized)
carbrey;m;irish, scottish
carbry;m;irish, scottish
cardea;f;roman mythology
careen;f;english
caren;f;english
carey;m,f;irish, english
cari;f;
caridad;f;spanish
carin;f;english
carina;f;scandinavian, german, english
carine;f;french, english
caris;f;english
carissa;f;english
carita;f;english
carl;m;german, english
carla;f;italian, portuguese, english, german
carlene;f;english
carles;m;catalan
carley;f;english
carlie;f;english
carlisa;f;english (modern)
carlisle;m;english
carlito;m;spanish, portuguese
carlitos;m;spanish, portuguese
carlo;m;italian
carlos;m;spanish, portuguese
carlotta;f;italian
carlton;m;english
carly;f;english
carlyle;m;english
carlyn;f;english
carmel;f;english, biblical
carmela;f;italian, spanish
carmelita;f;spanish
carmella;f;english
carmelo;m;spanish
carmen;f;spanish, english
carmi;m;biblical
carmina;f;italian
carmine;m;italian
carmo;f;portuguese
carol;f,m;english
carola;f;english
carole;f;french
carolina;f;italian, spanish, portuguese, english
caroline;f;french, english
carolus;m;ancient germanic (latinized)
carolyn;f;english
caron;f;welsh
carpus;m;biblical, ancient greek (latinized)
carran;m;
carreen;f;english
carrie;f;english
carrol;m;irish
carroll;m;irish
carry;f;english
carson;m,f;scottish, irish, english
carsten;m;german
carter;m;english
carwyn;m;welsh
cary;m,f;english
caryl;f;english
caryn;f;english
carys;f;welsh
casey;m,f;english
casimir;m;english
casimiro;m;spanish, portuguese, italian
caspar;m;dutch
casper;m;dutch
cass;f;english
cassandra;f;english, greek mythology (latinized)
cassarah;f;english
cassia;f;english, ancient roman
cassian;m;english
cassidy;f,m;english
cassie;f;english
cassiopea;f;greek mythology (latinized)
cassiopeia;f;greek mythology (latinized)
cassius;m;ancient roman
castor;m;greek mythology (latinized)
catahecassa;m;native american
cätälin;m;romanian
catalina;f;spanish
catarina;f;italian, portuguese
cate;f;english
caterina;f;italian, catalan
cathair;m;irish
cathal;m;irish
cathán;m;irish
cathaoir;m;irish
catharine;f;english
catherina;f;spanish
catherine;f;english, french
cathleen;f;irish, english
cathryn;f;english
cathy;f;english
catina;f;
catrin;f;welsh
catrina;f;irish, scottish
catriona;f;irish, scottish
cayetano;m;spanish
cayley;f;english (modern)
ceallach;m;irish
ceallagh;m;irish
ceara;f;english
cearbhall;m;irish
cearra;f;english
cebrián;m;spanish
cecelia;f;english
cecil;m;english
cécile;f;french
cecília;f;portuguese
cecilia;f;english, italian, spanish, scandinavian
cecilija;f;slovene
cecilio;m;spanish, portuguese, italian
cecily;f;english
cedar;f;english
cedric;m;english
cees;m;dutch
ceinwen;f;welsh
celandine;f;english
céleste;f;french
celeste;f;english
célestin;m;french
celestina;f;spanish, italian
célestine;f;french
celestine;m;english
celestino;m;spanish, italian, portuguese
célia;f;portuguese
celia;f;english, italian
celina;f;
céline;f;french
celino;m;italian, spanish
celio;m;italian, spanish, portuguese
celso;m;italian, spanish, portuguese
celyn;m;welsh
cenek;m;czech
cephalus;m;greek mythology (latinized)
cephas;m;biblical
cepheus;m;greek mythology (latinized)
cerberus;m;greek mythology (latinized)
ceren;f;turkish
ceres;f;roman mythology
ceri;m,f;welsh
ceridwen;f;welsh, welsh mythology
cerise;f;french
cernunnos;m;celtic mythology (latinized)
cerridwyn;f;welsh
cerys;f;welsh
cesaire;m;french
césar;m;french, spanish, portuguese
cesare;m;italian
cezar;m;portuguese, polish, romanian
chad;m;english
chadwick;m;english
chaim;m;jewish
chalchiuhticue;f;new world mythology
chalice;f;english
chanah;f;jewish
chance;f,m;english
chanda;f,m;indian
chandan;m;indian
chandana;m,f;indian
chander;m;indian
chandler;m;english
chandra;f,m;indian, hindu mythology
chandrakant;m;indian
chandrakanta;f;indian
chanel;f;english
chang;m;chinese
chania;f;
channah;f;jewish
channing;m;english
chantal;f;french, english
chanté;f;french
chantel;f;english
chantelle;f;english
chao;m;chinese
chara;f;greek
charalampos;m;greek
charis;f;english
charissa;f;english
charita;f;english
charity;f;english
charla;f;english
charlene;f;english
charles;m;english, french
charley;f,m;english
charlie;m,f;english
charline;f;french
charlot;m;french
charlotta;f;scandinavian
charlotte;f;french, english
charlton;m;english
charmaine;f;english
charmian;f;english
charna;f;jewish
charnette;f;english (modern)
charo;f;spanish
chas;m;english
chase;m;english
chasity;f;english
chastity;f;english
chatzkel;m;jewish
chau;f;vietnamese
chauncey;m;english
chava;f;jewish
chaya;f;jewish
chayim;m;jewish
chaz;m;english
che;m;spanish
chelle;f;english
chelo;f;spanish
chelsea;f;english
chelsey;f;english
chelsie;f;english
chenaniah;m;biblical (variant)
chenda;f;khmer
cheng;m;chinese
cher;f;english
cherette;f;english
cheri;f;english
cherice;f;english (modern)
cherie;f;english
cherilyn;f;english
cherise;f;english
cherish;f;english
chernobog;m;slavic mythology
cherokee;f,m;english
cherry;f;english
cheryl;f;english
chesed;f;jewish
chesley;m;english
chester;m;english
chet;m;english
chetana;m;indian
chevonne;f;irish
cheyanne;f;english (modern)
cheyenne;f,m;english
chi;f;vietnamese
chiara;f;italian
chiarina;f;italian
chibuzo;m,f;african
chiela;f;esperanto
chika;f;japanese
chikako;f;japanese
chile;m;english
chin;m,f;chinese
china;f;english
chip;m;english
chita;f;spanish
chiumbo;m;african
chizoba;m,f;african
chloé;f;french
chloe;f;english, biblical, greek mythology
chloris;f;greek mythology
chonsie;f;english
chris;m,f;english
chrissie;f;english
chrissy;f;english
christ;m;theology
christa;f;german, danish, english
christabel;f;english
christabella;f;english
christabelle;f;english
christal;f;english (modern)
christelle;f;french
christen;f;
christer;m;swedish, danish
christi;f;english
christiaan;m;dutch
christian;m;english, french, german
christiana;f;english
christiane;f;german, french
christianne;f;english, french
christie;f;english
christin;f;scandinavian, german
christina;f;english
christine;f;french, english
christmas;m;english
christobel;f;english
christoffer;m;scandinavian
christoph;m;german
christophe;m;french
christopher;m;english
christos;m;theology
christy;f;english
chrysanta;f;english
chrysanthe;f;greek, ancient greek
chrysanthos;m;greek, ancient greek
chryseis;f;greek mythology
chryssa;f;english
chrystal;f;english (modern)
chucho;m;spanish
chuck;m;english
chun;f,m;chinese
chus;m;spanish
chylan;m;?
chyna;f;english (modern)
cian;m;irish, irish mythology
cianán;m;irish
ciannait;f;irish
ciara;f;irish
ciaran;m;irish
cibor;m;polish
cicely;f;english
cicero;m;ancient roman
ciel;f;english
ciera;f;
cierra;f;
cili;f;hungarian
cilka;f;slovene
cilla;f;
cillian;m;irish
cillín;m;irish
cináed;m;scottish
cinderella;f;literature
cindra;f;english (modern)
cindy;f;english
cinzia;f;italian
cionaodh;m;irish
ciprian;m;romanian
cipriano;m;italian
circe;f;greek mythology (latinized)
ciriaco;m;italian, spanish
ciril;m;slovene
cirillo;m;italian
cirino;m;italian, spanish
ciro;m;italian, spanish
cissy;f;
citlali;f,m;native american
claire;f;french
clancy;m;irish, english
clara;f;english, italian, german, spanish, portuguese, romanian
clare;f;english
clarence;m;english
clarette;f;
claribel;f;english
clarice;f;english, french
clarinda;f;english
clarissa;f;english, italian
clarisse;f;french
clarity;f;english
clark;m;english
claud;m;english
claude;m,f;french, english
claudette;f;french
claudia;f;english, german, italian, spanish, portuguese, romanian, ancient roman
claudine;f;french
claudio;m;italian, spanish, portuguese
claudiu;m;romanian
claudius;m;ancient roman, english
claus;m;german
clay;m;english
clayton;m;english
cledwyn;m;welsh
cleena;f;irish
cleisthenes;m;ancient greek (latinized)
clelia;f;italian
clem;m;english
clematis;f;english
clémence;f;french
clemency;f;english
clemens;m;german
clément;m;french
clement;m;english
clemente;m;italian, spanish
clementina;f;italian, spanish, portuguese
clementine;f;french
cleo;f;english
cleon;m;ancient greek (latinized)
cleopatra;f;ancient greek (latinized), english
cletes;m;
cletis;m;
cleto;m;italian, spanish, portuguese
cletus;m;ancient greek (latinized)
cleve;m;english
cleveland;m;english
cliff;m;english
clifford;m;english
clifton;m;english
clint;m;english
clinton;m;english
clio;f;greek mythology (latinized), italian
clíodhna;f;irish, irish mythology
clíona;f;irish
clitus;m;ancient greek (latinized), english
clive;m;english
clodagh;f;irish
clothilde;f;french
clotilda;f;english
clover;f;english
clovia;f;
clovis;m;ancient germanic (latinized)
clyde;m,f;english
clytemnestra;f;greek mythology (latinized)
clytia;f;greek mythology (latinized)
cnaeus;m;ancient roman
cnut;m;
coby;m;
codie;m,f;english
cody;m;english, irish
coilean;m;irish
coinneach;m;scottish
cokkie;f;dutch
colbert;m;english
colby;m;english
cole;m;english
coleen;f;english
coleman;m;english, irish
colene;f;english
colette;f;french
colin;m;scottish, english
coline;f;english
colleen;f;english
collin;m;english
collyn;f;english
colm;m;irish
colmán;m;irish
colombain;m;french
colombe;m,f;french
colombina;f;italian
colten;m;english
colton;m;english
colum;m;irish
columba;m;late roman
columban;m;english
columbano;m;italian
columbine;f;english
columbo;m;italian
comfort;f;english
comgal;m;irish
comgan;m;irish
comhghall;m;irish
comhghán;m;irish
conall;m;irish, scottish, irish mythology
conan;m;irish
concepción;f;spanish
concepta;f;irish
concetta;f;italian
concetto;m;italian
concha;f;spanish
conchita;f;spanish
conchobhar;m;irish, irish mythology
concordia;f;english
confucius;m;history
